"","ID","candidatename","year","candnum","cnum","Date ending","week","fec_deadline","party","receipts_no_cand","receipts_w_cand","small_donations","inflation_multiplier","donations2016dollars_nocand","donations2016dollars_wcand","small_donations_2016dollars","pct_small","large_donations_nocand","large_donations_nocand_2016dollars","d_lag1_nocand","dlag2_nocand","dlag1_wcand","dlag2_wcand","dlag1_small_donations","dlag2_small_donations","dlag1_pct_small","dlag2_pct_small","dlag1_large","spending","expenditures2016dollars","e_lag1","e_lag2","tva","tvalag1","tvalag2","summalags","na","nalag1","nalag2","sumnalag","pa","palag1","palag2","sumpalags","polling","pollinglag1","pollinglag2","paXweek","palag1Xweek","FieldSize","PA_x_Polls","PA_x_Polls_L1","PA_x_Polls_L2","Endorsements_wk","Endorsements_wk_lag1","Endorsements_Total","Endorsements_total_lag1"
"60","60","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-33,0,"Republican",26923.220703125,26923.220703125,5683.02,1.12,30154.0071875,30154.0071875,6364.9824,21.1082472734786,20558.238303125,23025.2268995,31179.299375,165853.3625,31179.299375,165853.3625,3737.4624,7041.9776,11.9869993069721,4.24590583745325,26993.341487,89302.9765625,104484.484375,295835,97832.0546875,2,0,3,3,9,3,12,15,2,2,2,4,0,0,0,-66,-66,7,0,0,0,0,0,1,1
"61","61","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-32,0,"Republican",47599.23046875,47599.23046875,8876.94,1.12,53311.138125,53311.138125,9942.1728,18.6493351102134,37657.05766875,42175.904589,30154.0071875,31179.299375,30154.0071875,31179.299375,6364.9824,3737.4624,21.1082472734786,11.9869993069721,23025.2268995,140037.09375,163843.40625,104484.484375,295835,0,2,0,2,3,9,3,12,1,2,2,4,0,0,0,-32,-64,7,0,0,0,0,0,1,1
"62","62","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-31,0,"Republican",36857.5703125,36857.5703125,6030.22,1.12,41280.47875,41280.47875,6753.8464,16.3608722682268,30103.7239125,33716.170782,53311.138125,30154.0071875,53311.138125,30154.0071875,9942.1728,6364.9824,18.6493351102134,21.1082472734786,42175.904589,155262.90625,181657.59375,163843.40625,104484.484375,0,0,2,2,4,3,9,12,1,1,2,3,0,0,0,-31,-31,7,0,0,0,0,0,1,1
"63","63","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-30,0,"Republican",97360.15625,97360.15625,12727.37,1.12,109043.375,109043.375,14254.6544,13.0724625865625,83105.50185,93078.162072,41280.47875,53311.138125,41280.47875,53311.138125,6753.8464,9942.1728,16.3608722682268,18.6493351102134,33716.170782,196511.65625,229918.625,181657.59375,163843.40625,1,0,0,0,1,4,3,7,2,1,1,2,0,0,0,-60,-30,7,0,0,0,0,0,1,1
"64","64","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-29,0,"Republican",64346.48828125,64346.48828125,5077.91,1.12,72068.066875,72068.066875,5687.2592,7.89151068789508,58659.22908125,65698.336571,109043.375,41280.47875,109043.375,41280.47875,14254.6544,6753.8464,13.0724625865625,16.3608722682268,93078.162072,139098.546875,162745.296875,229918.625,181657.59375,0,1,0,1,8,1,4,5,1,2,1,3,0,0,0,-29,-58,7,0,0,0,0,0,1,1
"65","65","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-28,0,"Republican",88847.140625,88847.140625,13322.82,1.12,99508.7975,99508.7975,14921.5584,14.9952152722979,73925.582225,82796.652092,72068.066875,109043.375,72068.066875,109043.375,5687.2592,14254.6544,7.89151068789508,13.0724625865625,65698.336571,47314.01171875,55357.390625,162745.296875,229918.625,1,0,1,1,3,8,1,9,1,1,2,3,0,0,0,-28,-28,7,0,0,0,0,0,1,1
"66","66","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-27,1,"Republican",41074.55078125,41074.55078125,6634.32,1.12,46003.496875,46003.496875,7430.4384,16.1518991049525,33644.11238125,37681.405867,99508.7975,72068.066875,99508.7975,72068.066875,14921.5584,5687.2592,14.9952152722979,7.89151068789508,82796.652092,167083.625,195487.84375,55357.390625,162745.296875,0,1,0,1,0,3,8,11,2,1,1,2,0,0,0,-54,-27,7,0,0,0,0,0,1,1
"67","67","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-26,0,"Republican",57397.80859375,57397.80859375,11803.23,1.12,64285.545625,64285.545625,13219.6176,20.5639035516858,44178.19099375,49479.573913,46003.496875,99508.7975,46003.496875,99508.7975,7430.4384,14921.5584,16.1518991049525,14.9952152722979,37681.405867,315477,369108.09375,195487.84375,55357.390625,2,0,1,1,3,0,3,3,1,2,1,3,0,0,0,-26,-52,7,0,0,0,0,0,1,1
"68","68","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-25,0,"Republican",71414.9765625,71414.9765625,20091.76,1.12,79984.77375,79984.77375,22502.7712,28.1338186569541,48912.2053625,54781.670006,64285.545625,46003.496875,64285.545625,46003.496875,13219.6176,7430.4384,20.5639035516858,16.1518991049525,49479.573913,58665.51953125,68638.65625,369108.09375,195487.84375,0,2,0,2,2,3,0,3,1,1,2,3,0,0,0,-25,-25,7,0,0,0,0,0,1,1
"69","69","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-24,0,"Republican",53208.26953125,53208.26953125,15414.59,1.12,59593.261875,59593.261875,17264.3408,28.970290024085,35943.92873125,40257.200179,79984.77375,64285.545625,79984.77375,64285.545625,22502.7712,13219.6176,28.1338186569541,20.5639035516858,54781.670006,129678.859375,151724.265625,68638.65625,369108.09375,0,0,2,2,2,2,3,5,1,1,1,2,0,0,0,-24,-24,7,0,0,0,0,0,1,1
"70","70","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-23,0,"Republican",104363.09375,104363.09375,9858.81,1.12,116886.665,116886.665,11041.8672,9.44664406328985,93321.22655,104519.773736,59593.261875,79984.77375,59593.261875,79984.77375,17264.3408,22502.7712,28.970290024085,28.1338186569541,40257.200179,86064.140625,100695.046875,151724.265625,68638.65625,0,0,0,0,5,2,2,4,1,1,1,2,0,0,0,-23,-23,7,0,0,0,0,0,1,1
"71","71","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-22,0,"Republican",52826.21875,52826.21875,10835.31,1.12,59165.365,59165.365,12135.5472,20.5112352471754,40690.67155,45573.552136,116886.665,59593.261875,116886.665,59593.261875,11041.8672,17264.3408,9.44664406328985,28.970290024085,104519.773736,59931.4296875,70119.7734375,100695.046875,151724.265625,1,0,0,0,2,5,2,7,1,1,1,2,0,0,0,-22,-22,7,0,0,0,0,0,1,1
"72","72","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-21,0,"Republican",49215.58984375,49215.58984375,11928.37,1.12,55121.460625,55121.460625,13359.7744,24.236974580352,35855.81544375,40158.513297,59165.365,116886.665,59165.365,116886.665,12135.5472,11041.8672,20.5112352471754,9.44664406328985,45573.552136,250528.234375,293118.03125,70119.7734375,100695.046875,2,1,0,1,16,2,5,7,2,1,1,2,0,0,0,-42,-21,7,0,0,0,0,0,1,1
"73","73","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-20,0,"Republican",21438.76953125,21438.76953125,2795.44,1.12,24011.421875,24011.421875,3130.8928,13.0391811709401,18307.87673125,20504.821939,55121.460625,59165.365,55121.460625,59165.365,13359.7744,12135.5472,24.236974580352,20.5112352471754,40158.513297,217131.1875,254043.484375,293118.03125,70119.7734375,2,2,1,3,4,16,2,18,2,2,1,3,0,0,0,-40,-40,7,0,0,0,0,0,1,1
"74","74","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-19,0,"Republican",38157.890625,38157.890625,12409.6,1.12,42736.8375,42736.8375,13898.752,32.5217138493226,24259.138625,27170.23526,24011.421875,55121.460625,24011.421875,55121.460625,3130.8928,13359.7744,13.0391811709401,24.236974580352,20504.821939,66622.703125,77948.5625,254043.484375,293118.03125,0,2,2,4,2,4,16,20,1,2,2,4,0,0,0,-19,-38,7,0,0,0,0,0,1,1
"75","75","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-18,0,"Republican",8902.01953125,8902.01953125,10176.14,1.12,9970.261875,9970.261875,11397.2768,114.31271257356,-2495.25726875,-2794.688141,42736.8375,24011.421875,42736.8375,24011.421875,13898.752,3130.8928,32.5217138493226,13.0391811709401,27170.23526,15302.919921875,17904.416015625,77948.5625,254043.484375,0,0,2,2,1,2,4,6,1,1,2,3,0,0,0,-18,-18,7,0,0,0,0,0,1,1
"76","76","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-17,0,"Republican",54131,54131,4989.13,1.12,60626.72,60626.72,5587.8256,9.21677042729674,48543.1744,54368.355328,9970.261875,42736.8375,9970.261875,42736.8375,11397.2768,13898.752,114.31271257356,32.5217138493226,-2794.688141,114553.421875,134027.5,17904.416015625,77948.5625,1,0,0,0,0,1,2,3,1,1,1,2,0,0,0,-17,-17,8,0,0,0,0,0,1,1
"77","77","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-16,0,"Republican",32178.529296875,32178.529296875,1873.78,1.12,36039.9528125,36039.9528125,2098.6336,5.82307532675824,30079.895696875,33689.4831805,60626.72,9970.261875,60626.72,9970.261875,5587.8256,11397.2768,9.21677042729674,114.31271257356,54368.355328,40151.01953125,46976.6953125,134027.5,17904.416015625,1,1,0,1,3,0,1,1,1,1,1,2,0,0,0,-16,-16,8,0,0,0,0,0,1,1
"78","78","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-15,0,"Republican",28594.099609375,28594.099609375,12660.37,1.12,32025.3915625,32025.3915625,14179.6144,44.2761624704179,14414.485209375,16144.2234345,36039.9528125,60626.72,36039.9528125,60626.72,2098.6336,5587.8256,5.82307532675824,9.21677042729674,33689.4831805,66541.7265625,77853.8203125,46976.6953125,134027.5,1,1,1,2,0,3,0,3,1,1,1,2,0,0,0,-15,-15,8,0,0,0,0,0,1,1
"79","79","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-14,1,"Republican",23317.720703125,23317.720703125,15046.93,1.12,26115.8471875,26115.8471875,16852.5616,64.5300207150326,6465.159103125,7240.9781955,32025.3915625,36039.9528125,32025.3915625,36039.9528125,14179.6144,2098.6336,44.2761624704179,5.82307532675824,16144.2234345,10193.8798828125,11926.83984375,77853.8203125,46976.6953125,4,1,1,2,2,0,3,3,1,1,1,2,0,0,0,-14,-14,9,0,0,0,0,0,1,1
"80","80","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-13,0,"Republican",15597.01953125,15597.01953125,3823.26,1.12,17468.661875,17468.661875,4282.0512,24.5127602253736,11314.96833125,12672.764531,26115.8471875,32025.3915625,26115.8471875,32025.3915625,16852.5616,14179.6144,64.5300207150326,44.2761624704179,7240.9781955,53591.62109375,62702.1953125,11926.83984375,77853.8203125,0,4,1,5,4,2,0,2,1,1,1,2,0,0,0,-13,-13,9,0,0,0,0,0,1,1
"81","81","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-12,0,"Republican",6910,6910,1290,1.12,7739.2,7739.2,1444.8,18.6685962373372,5465.2,6121.024,17468.661875,26115.8471875,17468.661875,26115.8471875,4282.0512,16852.5616,24.5127602253736,64.5300207150326,12672.764531,64994.76171875,76043.8671875,62702.1953125,11926.83984375,1,0,4,4,4,4,2,6,2,1,1,2,0,0,0,-24,-12,9,0,0,0,0,0,1,1
"82","82","BROWNBACK, SAMUEL DALE",2008,"Sam Brownback",2,NA,-11,0,"Republican",475,475,210,1.12,532,532,235.2,44.2105263157895,239.8,268.576,7739.2,17468.661875,7739.2,17468.661875,1444.8,4282.0512,18.6685962373372,24.5127602253736,6121.024,21861.720703125,25578.212890625,76043.8671875,62702.1953125,5,1,0,1,30,4,4,8,3,2,1,3,0,0,0,-33,-22,9,0,0,0,0,0,1,1
"83","83","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-50,0,"Democrat",675747.1875,675747.1875,0.01,1.12,756836.85,756836.85,0.0112,1.47984337707658e-06,675747.1763,756836.837456,NA,NA,NA,NA,NA,NA,NA,NA,NA,478793.875,560188.8125,NA,NA,26,NA,NA,NA,85,NA,NA,NA,47,NA,NA,0,30,NA,NA,-2350,NA,7,1410,NA,NA,1,NA,20,NA
"84","84","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-49,0,"Democrat",2015944,2015944,8509,1.12,2257857.28,2257857.28,9530.08,0.42208513728556,2006413.92,2247183.5904,756836.85,NA,756836.85,NA,0.0112,NA,1.47984337707658e-06,NA,756836.837456,250000.84375,292500.96875,560188.8125,NA,15,26,NA,26,46,85,NA,85,23,47,NA,47,30,30,NA,-1127,-2303,7,690,1410,NA,0,1,20,20
"85","85","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-48,0,"Democrat",716970,716970,7415,1.12,803006.4,803006.4,8304.8,1.0342134259453,708665.2,793705.024,2257857.28,756836.85,2257857.28,756836.85,9530.08,0.0112,0.42208513728556,1.47984337707658e-06,2247183.5904,553920.4375,648086.9375,292500.96875,560188.8125,4,15,26,41,63,46,85,131,14,23,47,70,37,30,30,-672,-1104,8,518,690,1410,0,0,20,20
"86","86","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-47,0,"Democrat",1050376,1050376,8930,1.12,1176421.12,1176421.12,10001.6,0.850171748021661,1040374.4,1165219.328,803006.4,2257857.28,803006.4,2257857.28,8304.8,9530.08,1.0342134259453,0.42208513728556,793705.024,715383.9375,836999.1875,648086.9375,292500.96875,10,4,15,19,23,63,46,109,15,14,23,37,37,37,30,-705,-658,8,555,518,690,0,0,20,20
"87","87","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-46,0,"Democrat",943087.1875,943087.1875,8750,1.12,1056257.65,1056257.65,9800,0.927803931171528,933287.1875,1045281.65,1176421.12,803006.4,1176421.12,803006.4,10001.6,8304.8,0.850171748021661,1.0342134259453,1165219.328,620986.6875,726554.4375,836999.1875,648086.9375,16,10,4,14,33,23,63,86,15,15,14,29,38,37,37,-690,-690,8,570,555,518,2,0,22,20
"88","88","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-45,0,"Democrat",1369025,1369025,5890.16,1.12,1533308,1533308,6596.9792,0.430244882306751,1362428.0208,1525919.383296,1056257.65,1176421.12,1056257.65,1176421.12,9800,10001.6,0.927803931171528,0.850171748021661,1045281.65,807035.375,944231.375,726554.4375,836999.1875,2,16,10,26,51,33,23,56,12,15,15,30,38,38,37,-540,-675,8,456,570,555,0,2,22,22
"89","89","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-44,0,"Democrat",1073958.75,1073958.75,20509.04,1.12,1202833.8,1202833.8,22970.1248,1.90966738713195,1050988.6252,1177107.260224,1533308,1056257.65,1533308,1056257.65,6596.9792,9800,0.430244882306751,0.927803931171528,1525919.383296,442071.3125,517223.4375,944231.375,726554.4375,11,2,16,18,26,51,33,84,15,12,15,27,35,38,38,-660,-528,8,525,456,570,1,0,23,22
"90","90","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-43,0,"Democrat",1862017.5,1862017.5,12114,1.12,2085459.6,2085459.6,13567.68,0.650584648103468,1848449.82,2070263.7984,1202833.8,1533308,1202833.8,1533308,22970.1248,6596.9792,1.90966738713195,0.430244882306751,1177107.260224,655050,766408.5,517223.4375,944231.375,8,11,2,13,31,26,51,77,11,15,12,27,36,35,38,-473,-645,8,396,525,456,1,1,24,23
"91","91","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-42,0,"Democrat",2874689.25,2874689.25,9150,1.12,3219651.96,3219651.96,10248,0.318295273132566,2864441.25,3208174.2,2085459.6,1202833.8,2085459.6,1202833.8,13567.68,22970.1248,0.650584648103468,1.90966738713195,2070263.7984,266405.0625,311693.90625,766408.5,517223.4375,11,8,11,19,15,31,26,57,21,11,15,26,36,36,35,-882,-462,8,756,396,525,1,1,25,24
"92","92","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-41,0,"Democrat",5169930,5169930,9919.16,1.12,5790321.6,5790321.6,11109.4592,0.191862559067531,5158820.5408,5777879.005696,3219651.96,2085459.6,3219651.96,2085459.6,10248,13567.68,0.318295273132566,0.650584648103468,3208174.2,168135.484375,196718.515625,311693.90625,766408.5,8,11,8,19,21,15,31,46,13,21,11,32,36,36,36,-533,-861,7,468,756,396,0,1,25,25
"93","93","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-40,1,"Democrat",17431670,17431670,20400,1.12,19523470.4,19523470.4,22848,0.117028374217731,17408822,19497880.64,5790321.6,3219651.96,5790321.6,3219651.96,11109.4592,10248,0.191862559067531,0.318295273132566,5777879.005696,2575347.5,3013156.5,196718.515625,311693.90625,17,8,11,19,19,21,15,36,12,13,21,34,34,36,36,-480,-520,7,408,468,756,12,0,37,25
"94","94","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-39,0,"Democrat",321030.59375,321030.59375,34480,1.12,359554.265,359554.265,38617.6,10.740409378818,282412.99375,316302.553,19523470.4,5790321.6,19523470.4,5790321.6,22848,11109.4592,0.117028374217731,0.191862559067531,19497880.64,1100840.375,1287983.125,3013156.5,196718.515625,5,17,8,25,21,19,21,40,10,12,13,25,35,34,36,-390,-468,7,350,408,468,11,12,48,37
"95","95","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-38,0,"Democrat",840571.5625,840571.5625,9172.36,1.12,941440.15,941440.15,10273.0432,1.09120512865316,830298.5193,929934.341616,359554.265,19523470.4,359554.265,19523470.4,38617.6,22848,10.740409378818,0.117028374217731,316302.553,838494.25,981038.25,1287983.125,3013156.5,4,5,17,22,24,21,19,40,10,10,12,22,36,35,34,-380,-380,7,360,350,408,0,11,48,48
"96","96","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-37,0,"Democrat",630235,630235,11304.78,1.12,705863.2,705863.2,12661.3536,1.79374043015701,617573.6464,691682.483968,941440.15,359554.265,941440.15,359554.265,10273.0432,38617.6,1.09120512865316,10.740409378818,929934.341616,567815.5,664344.125,981038.25,1287983.125,16,4,5,9,25,24,21,45,12,10,10,20,34,36,35,-444,-370,7,408,360,350,5,0,53,48
"97","97","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-36,0,"Democrat",1101694.625,1101694.625,16444.99,1.12,1233897.98,1233897.98,18418.3888,1.4926994855766,1083276.2362,1213269.384544,705863.2,941440.15,705863.2,941440.15,12661.3536,10273.0432,1.79374043015701,1.09120512865316,691682.483968,1369305.375,1602087.375,664344.125,981038.25,6,16,4,20,38,25,24,49,11,12,10,22,35,34,36,-396,-432,7,385,408,360,1,5,54,53
"98","98","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-35,0,"Democrat",808714,808714,17070,1.12,905759.68,905759.68,19118.4,2.1107585623595,789595.6,884347.072,1233897.98,705863.2,1233897.98,705863.2,18418.3888,12661.3536,1.4926994855766,1.79374043015701,1213269.384544,952023.8125,1113867.875,1602087.375,664344.125,6,6,16,22,42,38,25,63,10,11,12,23,33,35,34,-350,-385,7,330,385,408,11,1,65,54
"99","99","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-34,0,"Democrat",1232879.25,1232879.25,14384,1.12,1380824.76,1380824.76,16110.08,1.16669982076509,1216769.17,1362781.4704,905759.68,1233897.98,905759.68,1233897.98,19118.4,18418.3888,2.1107585623595,1.4926994855766,884347.072,995336.3125,1164543.5,1113867.875,1602087.375,10,6,6,12,17,42,38,80,11,10,11,21,35,33,35,-374,-340,7,385,330,385,2,11,67,65
"100","100","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-33,0,"Democrat",1304730.125,1304730.125,11120,1.12,1461297.74,1461297.74,12454.4,0.852283532581115,1292275.725,1447348.812,1380824.76,905759.68,1380824.76,905759.68,16110.08,19118.4,1.16669982076509,2.1107585623595,1362781.4704,754824.625,883144.8125,1164543.5,1113867.875,16,10,6,16,23,17,42,59,11,11,10,21,36,35,33,-363,-363,7,396,385,330,0,2,67,67
"101","101","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-32,0,"Democrat",1303563.75,1303563.75,11514.36,1.12,1459991.4,1459991.4,12896.0832,0.883298572854607,1290667.6668,1445547.786816,1461297.74,1380824.76,1461297.74,1380824.76,12454.4,16110.08,0.852283532581115,1.16669982076509,1447348.812,1419466.5,1660775.75,883144.8125,1164543.5,15,16,10,26,41,23,17,40,11,11,11,22,35,36,35,-352,-352,7,385,396,385,7,0,74,67
"102","102","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-31,0,"Democrat",1270814,1270814,17143,1.12,1423311.68,1423311.68,19200.16,1.34897789920476,1251613.84,1401807.5008,1459991.4,1461297.74,1459991.4,1461297.74,12896.0832,12454.4,0.883298572854607,0.852283532581115,1445547.786816,497645.5,582245.25,1660775.75,883144.8125,16,15,16,31,43,41,23,64,13,11,11,22,34,35,36,-403,-341,7,442,385,396,6,7,80,74
"103","103","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-30,0,"Democrat",2334480.75,2334480.75,15510,1.12,2614618.44,2614618.44,17371.2,0.664387573125201,2317109.55,2595162.696,1423311.68,1459991.4,1423311.68,1459991.4,19200.16,12896.0832,1.34897789920476,0.883298572854607,1401807.5008,470462.90625,550441.5625,582245.25,1660775.75,10,16,15,31,39,43,41,84,10,13,11,24,34,34,35,-300,-390,7,340,442,385,6,6,86,80
"104","104","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-29,0,"Democrat",3521072.75,3521072.75,25921,1.12,3943601.48,3943601.48,29031.52,0.736167692076229,3492041.23,3911086.1776,2614618.44,1423311.68,2614618.44,1423311.68,17371.2,19200.16,0.664387573125201,1.34897789920476,2595162.696,1119319.75,1309604,550441.5625,582245.25,11,10,16,26,25,39,43,82,34,10,13,23,36,34,34,-986,-290,7,1224,340,442,2,6,88,86
"105","105","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-28,0,"Democrat",2854437.5,2854437.5,22066.5,1.12,3196970,3196970,24714.48,0.773059490705262,2829723.02,3169289.7824,3943601.48,2614618.44,3943601.48,2614618.44,29031.52,17371.2,0.736167692076229,0.664387573125201,3911086.1776,128474.09375,150314.6875,1309604,550441.5625,7,11,10,21,27,25,39,64,13,34,10,44,36,36,34,-364,-952,7,468,1224,340,12,2,100,88
"106","106","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-27,1,"Democrat",9857546,9857546,51553.47,1.12,11040451.52,11040451.52,57739.8864,0.522984828069785,9799806.1136,10975782.847232,3196970,3943601.48,3196970,3943601.48,24714.48,29031.52,0.773059490705262,0.736167692076229,3169289.7824,2929246.25,3427218.25,150314.6875,1309604,19,7,11,18,19,27,25,52,13,13,34,47,37,36,36,-351,-351,7,481,468,1224,0,12,100,100
"107","107","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-26,0,"Democrat",148632.9375,148632.9375,81807.95,1.12,166468.89,166468.89,91624.904,55.0402564707436,57008.0335,63848.99752,11040451.52,3196970,11040451.52,3196970,57739.8864,24714.48,0.522984828069785,0.773059490705262,10975782.847232,1320127.875,1544549.5,3427218.25,150314.6875,11,19,7,26,38,19,27,46,12,13,13,26,37,37,36,-312,-338,7,444,481,468,2,0,102,100
"108","108","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-25,0,"Democrat",513064.46875,513064.46875,14042.16,1.12,574632.205,574632.205,15727.2192,2.73691920904433,497337.24955,557017.719496,166468.89,11040451.52,166468.89,11040451.52,91624.904,57739.8864,55.0402564707436,0.522984828069785,63848.99752,2025360.5,2369671.75,1544549.5,3427218.25,19,11,19,30,36,38,19,57,13,12,13,25,38,37,37,-325,-300,7,494,444,481,2,2,104,102
"109","109","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-24,0,"Democrat",802432.9375,802432.9375,21958,1.12,898724.89,898724.89,24592.96,2.73642805197039,777839.9775,871180.7748,574632.205,166468.89,574632.205,166468.89,15727.2192,91624.904,2.73691920904433,55.0402564707436,557017.719496,447129.46875,523141.5,2369671.75,1544549.5,18,19,11,30,37,36,38,74,15,13,12,25,37,38,37,-360,-312,7,555,494,444,5,2,109,104
"110","110","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-23,0,"Democrat",737608.75,737608.75,47103.88,1.12,826121.8,826121.8,52756.3456,6.38602511155135,684852.4044,767034.692928,898724.89,574632.205,898724.89,574632.205,24592.96,15727.2192,2.73642805197039,2.73691920904433,871180.7748,2462826.25,2881506.75,523141.5,2369671.75,13,18,19,37,62,37,36,73,18,15,13,28,38,37,38,-414,-345,7,684,555,494,0,5,109,109
"111","111","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-22,0,"Democrat",1210536.25,1210536.25,48587.52,1.12,1355800.6,1355800.6,54418.0224,4.01371871350404,1156118.2276,1294852.414912,826121.8,898724.89,826121.8,898724.89,52756.3456,24592.96,6.38602511155135,2.73642805197039,767034.692928,1290270.25,1509616.25,2881506.75,523141.5,7,13,18,31,51,62,37,99,14,18,15,33,41,38,37,-308,-396,7,574,684,555,2,0,111,109
"112","112","CLINTON, HILLARY RODHAM",2008,"Hillary Clinton",3,NA,-21,0,"Democrat",1648188.75,1648188.75,31051.64,1.12,1845971.4,1845971.4,34777.8368,1.88398567821798,1613410.9132,1807020.222784,1355800.6,826121.8,1355800.6,826121.8,54418.0224,52756.3456,4.01371871350404,6.38602511155135,1294852.414912,2727255,3190888.5,1509616.25,2881506.75,5,7,13,20,44,51,62,113,12,14,18,32,41,41,38,-252,-294,7,492,574,684,0,2,111,111
