"","ID","candidatename","year","candnum","cnum","Date ending","week","fec_deadline","party","receipts_no_cand","receipts_w_cand","small_donations","inflation_multiplier","donations2016dollars_nocand","donations2016dollars_wcand","small_donations_2016dollars","pct_small","large_donations_nocand","large_donations_nocand_2016dollars","d_lag1_nocand","dlag2_nocand","dlag1_wcand","dlag2_wcand","dlag1_small_donations","dlag2_small_donations","dlag1_pct_small","dlag2_pct_small","dlag1_large","spending","expenditures2016dollars","e_lag1","e_lag2","tva","tvalag1","tvalag2","summalags","na","nalag1","nalag2","sumnalag","pa","palag1","palag2","sumpalags","polling","pollinglag1","pollinglag2","paXweek","palag1Xweek","FieldSize","PA_x_Polls","PA_x_Polls_L1","PA_x_Polls_L2","Endorsements_wk","Endorsements_wk_lag1","Endorsements_Total","Endorsements_total_lag1"
"302","302","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-46,0,"Democrat",400,400,936.87,1.12,448,448,1049.2944,234.2175,-649.2944,-727.209728,2170.56,1512,3277.8032,1512,834.4,336,25.4560737508585,22.2222222222222,1236.032,2484.80004882812,2907.21606445312,82.0521011352539,2325.58569335938,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"303","303","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-45,0,"Democrat",1610,1610,338,1.12,1803.2,1803.2,378.56,20.9937888198758,1231.44,1379.2128,448,2170.56,448,3277.8032,1049.2944,834.4,234.2175,25.4560737508585,-727.209728,1654.31005859375,1935.54272460938,2907.21606445312,82.0521011352539,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"304","304","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-44,0,"Democrat",560,3199.29,1379.29,1.12,627.2,3583.2048,1544.8048,43.1123780588818,-984.8048,-1102.981376,1803.2,448,1803.2,448,378.56,1049.2944,20.9937888198758,234.2175,1379.2128,32322.640625,37817.48828125,1935.54272460938,2907.21606445312,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"305","305","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-43,0,"Democrat",185,185,725,1.12,207.2,207.2,812,391.891891891892,-627,-702.24,627.2,1803.2,3583.2048,1803.2,1544.8048,378.56,43.1123780588818,20.9937888198758,-1102.981376,70.4400024414062,82.4148025512695,37817.48828125,1935.54272460938,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"306","306","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-42,0,"Democrat",3125,3912.83,150,1.12,3500,4382.3696,168,3.83354247437277,2957,3311.84,207.2,627.2,207.2,3583.2048,812,1544.8048,391.891891891892,43.1123780588818,0,0,0,82.4148025512695,37817.48828125,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"307","307","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-41,0,"Democrat",55.0099983215332,55.0099983215332,320,1.12,61.6111981201172,61.6111981201172,358.4,581.712433673605,0,0,3500,207.2,4382.3696,207.2,168,812,3.83354247437277,391.891891891892,3311.84,2102.40991210938,2459.81958007812,0,82.4148025512695,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,0
"308","308","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-40,1,"Democrat",775,775,200.01,1.12,868,868,224.0112,25.8077419354839,550.9888,617.107456,61.6111981201172,3500,61.6111981201172,4382.3696,358.4,168,581.712433673605,3.83354247437277,0,1613.81005859375,1888.15771484375,2459.81958007812,0,0,0,0,NA,2,0,0,0,0,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,0,0
"309","309","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-39,0,"Democrat",0.01,0.01,0.01,1.12,0.01,0.01,0.01,NA,0,0,868,61.6111981201172,868,61.6111981201172,224.0112,358.4,25.8077419354839,581.712433673605,617.107456,314.489990234375,367.953308105469,1888.15771484375,2459.81958007812,0,0,0,NA,0,2,0,0,0,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,0,0
"310","310","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-38,0,"Democrat",0.01,0.01,0.01,1.12,0.01,0.01,0.0112,NA,-0.0012,-0.001344,0,868,0,868,218.4,224.0112,NA,25.8077419354839,0,1249.40002441406,1461.79797363281,367.953308105469,1888.15771484375,0,0,0,NA,0,0,2,0,0,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,0,0
"311","311","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-37,0,"Democrat",250,250,0.01,1.12,280,280,0.0112,0.004,249.9888,279.987456,0,0,0,0,0.0112,218.4,NA,NA,-0.001344,0,0,1461.79797363281,367.953308105469,2,0,0,NA,2,0,0,2,3,0,0,NA,0,0,0,-111,0,7,0,0,0,0,0,0,0
"312","312","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-36,0,"Democrat",19643.080078125,19643.080078125,0.01,1.12,22000.2496875,22000.2496875,0.0112,5.09085131263922e-05,19643.068878125,22000.2371435,280,0,280,0,0.0112,0.0112,0.004,NA,279.987456,3134.15991210938,3666.96728515625,0,1461.79797363281,0,2,0,NA,2,2,0,0,3,3,0,NA,0,0,0,-108,-108,7,0,0,0,0,0,0,0
"313","313","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-35,0,"Democrat",10450,10450,1400.08,1.12,11704,11704,1568.0896,13.3978947368421,8881.9104,9947.739648,22000.2496875,280,22000.2496875,280,0.0112,0.0112,5.09085131263922e-05,0.004,22000.2371435,607.27001953125,710.505920410156,3666.96728515625,0,0,0,2,NA,1,2,2,0,1,3,3,NA,0,0,0,-35,-105,7,0,0,0,0,0,0,0
"314","314","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-34,0,"Democrat",2475,2475,1160,1.12,2772,2772,1299.2,46.8686868686869,1175.8,1316.896,11704,22000.2496875,11704,22000.2496875,1568.0896,0.0112,13.3978947368421,5.09085131263922e-05,9947.739648,9313.75,10897.087890625,710.505920410156,3666.96728515625,0,0,0,NA,1,1,2,0,1,1,3,NA,0,0,0,-34,-34,7,0,0,0,0,0,0,0
"315","315","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-33,0,"Democrat",2818.60009765625,2818.60009765625,225,1.12,3156.832109375,3156.832109375,252,7.98268616349989,2566.60009765625,2874.592109375,2772,11704,2772,11704,1299.2,1568.0896,46.8686868686869,13.3978947368421,1316.896,27444.150390625,32109.65625,10897.087890625,710.505920410156,1,0,0,NA,0,1,1,1,1,1,1,NA,0,0,0,-33,-33,7,0,0,0,0,0,0,0
"316","316","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-32,0,"Democrat",5120,5120,157,1.12,5734.4,5734.4,175.84,3.06640625,4944.16,5537.4592,3156.832109375,2772,3156.832109375,2772,252,1299.2,7.98268616349989,46.8686868686869,2874.592109375,32004.1796875,37444.890625,32109.65625,10897.087890625,0,1,0,NA,0,0,1,0,0,1,1,NA,0,0,0,0,-32,7,0,0,0,0,0,0,0
"317","317","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-31,0,"Democrat",500,500,200,1.12,560,560,224,40,276,309.12,5734.4,3156.832109375,5734.4,3156.832109375,175.84,252,3.06640625,7.98268616349989,5537.4592,12738.9296875,14904.5478515625,37444.890625,32109.65625,2,0,1,NA,0,0,0,2,1,0,1,NA,0,0,0,-31,0,7,0,0,0,0,0,0,0
"318","318","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-30,0,"Democrat",4660,4660,375,1.12,5219.2,5219.2,420,8.04721030042919,4240,4748.8,560,5734.4,560,5734.4,224,175.84,40,3.06640625,309.12,2315.78002929688,2709.46264648438,14904.5478515625,37444.890625,0,2,0,NA,0,0,0,0,1,1,0,NA,0,0,0,-30,-30,7,0,0,0,0,0,0,0
"319","319","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-29,0,"Democrat",2250,2250,200,1.12,2520,2520,224,8.88888888888889,2026,2269.12,5219.2,560,5219.2,560,420,224,8.04721030042919,40,4748.8,1935.59997558594,2264.65209960938,2709.46264648438,14904.5478515625,0,0,2,NA,0,0,0,0,1,1,1,NA,0,0,0,-29,-29,7,0,0,0,0,0,0,0
"320","320","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-28,0,"Democrat",4177,4177,0.01,1.12,4678.24,4678.24,0.0112,0.000239406272444338,4176.9888,4678.227456,2520,5219.2,2520,5219.2,224,420,8.88888888888889,8.04721030042919,2269.12,5486.8701171875,6419.6376953125,2264.65209960938,2709.46264648438,1,0,0,NA,2,0,0,1,1,1,1,NA,0,0,0,-28,-28,7,0,0,0,0,0,0,0
"321","321","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-27,1,"Democrat",8591,8591,0.01,1.12,9621.92,9621.92,0.0112,0.000116400884646723,8590.9888,9621.907456,4678.24,2520,4678.24,2520,0.0112,224,0.000239406272444338,8.88888888888889,4678.227456,4294.919921875,5025.056640625,6419.6376953125,2264.65209960938,0,1,0,NA,5,2,0,0,1,1,1,NA,0,0,0,-27,-27,7,0,0,0,0,0,0,0
"322","322","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-26,0,"Democrat",5230,5230,250,1.12,5857.6,5857.6,280,4.78011472275335,4950,5544,9621.92,4678.24,9621.92,4678.24,0.0112,0.0112,0.000116400884646723,0.000239406272444338,9621.907456,155599.265625,182051.140625,5025.056640625,6419.6376953125,0,0,1,NA,1,5,2,0,1,1,1,NA,0,0,0,-26,-26,7,0,0,0,0,0,0,0
"323","323","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-25,0,"Democrat",2950,2950,180,1.12,3304,3304,201.6,6.10169491525424,2748.4,3078.208,5857.6,9621.92,5857.6,9621.92,280,0.0112,4.78011472275335,0.000116400884646723,5544,9922,11608.740234375,182051.140625,5025.056640625,0,0,0,NA,4,1,5,0,1,1,1,NA,0,0,0,-25,-25,7,0,0,0,0,0,0,0
"324","324","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-24,0,"Democrat",3722,3722,0.01,1.12,4168.64,4168.64,0.0112,0.000268672756582483,3721.9888,4168.627456,3304,5857.6,3304,5857.6,201.6,280,6.10169491525424,4.78011472275335,3078.208,6109.93994140625,7148.6298828125,11608.740234375,182051.140625,1,0,0,NA,0,4,1,1,2,1,1,NA,0,0,0,-48,-24,7,0,0,0,0,0,0,0
"325","325","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-23,0,"Democrat",4224,4224,1207,1.12,4730.88,4730.88,1351.84,28.5748106060606,2872.16,3216.8192,4168.64,3304,4168.64,3304,0.0112,201.6,0.000268672756582483,6.10169491525424,4168.627456,10603.6201171875,12406.2353515625,7148.6298828125,11608.740234375,0,1,0,NA,1,0,4,0,1,2,1,NA,0,0,0,-23,-46,7,0,0,0,0,0,0,0
"326","326","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-22,0,"Democrat",2305.22998046875,2305.22998046875,660,1.12,2581.857578125,2581.857578125,739.2,28.6305490381395,1566.02998046875,1753.953578125,4730.88,4168.64,4730.88,4168.64,1351.84,0.0112,28.5748106060606,0.000268672756582483,3216.8192,27862.939453125,32599.640625,12406.2353515625,7148.6298828125,1,0,1,NA,3,1,0,1,1,1,2,NA,0,0,0,-22,-22,7,0,0,0,0,0,0,0
"327","327","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-21,0,"Democrat",4870,4870,100,1.12,5454.4,5454.4,112,2.05338809034908,4758,5328.96,2581.857578125,4730.88,2581.857578125,4730.88,739.2,1351.84,28.6305490381395,28.5748106060606,1753.953578125,12772.650390625,14944.0009765625,32599.640625,12406.2353515625,0,1,0,NA,0,3,1,0,1,1,1,NA,0,0,0,-21,-21,7,0,0,0,0,0,0,0
"328","328","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-20,0,"Democrat",2657.5,2657.5,90,1.12,2976.4,2976.4,100.8,3.38664158043274,2556.7,2863.504,5454.4,2581.857578125,5454.4,2581.857578125,112,739.2,2.05338809034908,28.6305490381395,5328.96,3513.90991210938,4111.27490234375,14944.0009765625,32599.640625,0,0,1,NA,0,0,3,0,1,1,1,NA,0,0,0,-20,-20,7,0,0,0,0,0,0,0
"329","329","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-19,0,"Democrat",750,750,87.5,1.12,840,840,98,11.6666666666667,652,730.24,2976.4,5454.4,2976.4,5454.4,100.8,112,3.38664158043274,2.05338809034908,2863.504,16625.060546875,19451.3203125,4111.27490234375,14944.0009765625,0,0,0,NA,0,0,0,0,0,1,1,NA,0,0,0,0,-19,7,0,0,0,0,0,0,0
"330","330","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-18,0,"Democrat",4300,4300,100,1.12,4816,4816,112,2.32558139534884,4188,4690.56,840,2976.4,840,2976.4,98,100.8,11.6666666666667,3.38664158043274,730.24,10774.8095703125,12606.52734375,19451.3203125,4111.27490234375,0,0,0,NA,2,0,0,0,1,0,1,NA,0,0,0,-18,0,7,0,0,0,0,0,0,0
"331","331","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-17,0,"Democrat",4285,4285,150,1.12,4799.2,4799.2,168,3.50058343057176,4117,4611.04,4816,840,4816,840,112,98,2.32558139534884,11.6666666666667,4690.56,3749.71997070312,4387.17236328125,12606.52734375,19451.3203125,1,0,0,NA,3,2,0,1,1,1,0,NA,0,0,0,-17,-17,7,0,0,0,0,0,0,0
"332","332","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-16,0,"Democrat",1800,1800,880,1.12,2016,2016,985.6,48.8888888888889,814.4,912.128,4799.2,4816,4799.2,4816,168,112,3.50058343057176,2.32558139534884,4611.04,8482.58984375,9924.6298828125,4387.17236328125,12606.52734375,1,1,0,NA,1,3,2,1,1,1,1,NA,0,0,0,-16,-16,7,0,0,0,0,0,0,0
"333","333","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-15,0,"Democrat",3700,3700,150,1.12,4144,4144,168,4.05405405405406,3532,3955.84,2016,4799.2,2016,4799.2,985.6,168,48.8888888888889,3.50058343057176,912.128,6893.990234375,8065.96826171875,9924.6298828125,4387.17236328125,0,1,1,NA,1,1,3,0,1,1,1,NA,0,0,0,-15,-15,7,0,0,0,0,0,0,0
"334","334","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-14,1,"Democrat",7789,7789,1050,1.12,8723.68,8723.68,1176,13.4805494928746,6613,7406.56,4144,2016,4144,2016,168,985.6,4.05405405405406,48.8888888888889,3955.84,17757.2109375,20775.935546875,8065.96826171875,9924.6298828125,0,0,1,NA,0,1,1,0,1,1,1,NA,0,0,0,-14,-14,7,0,0,0,0,0,0,0
"335","335","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-13,0,"Democrat",9455,9455,300,1.12,10589.6,10589.6,336,3.17292437863564,9119,10213.28,8723.68,4144,8723.68,4144,1176,168,13.4805494928746,4.05405405405406,7406.56,3330.1201171875,3896.24047851562,20775.935546875,8065.96826171875,0,0,0,NA,0,0,1,0,1,1,1,NA,0,0,0,-13,-13,7,0,0,0,0,0,0,0
"336","336","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-12,0,"Democrat",800,800,444,1.12,896,896,497.28,55.5,302.72,339.0464,10589.6,8723.68,10589.6,8723.68,336,1176,3.17292437863564,13.4805494928746,10213.28,13979.1396484375,16355.59375,3896.24047851562,20775.935546875,0,0,0,NA,3,0,0,0,1,1,1,NA,0,0,0,-12,-12,7,0,0,0,0,0,0,0
"337","337","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-11,0,"Democrat",2665.14990234375,2665.14990234375,150,1.12,2984.967890625,2984.967890625,168,5.6282012455693,2497.14990234375,2796.807890625,896,10589.6,896,10589.6,497.28,336,55.5,3.17292437863564,339.0464,12406.2099609375,14515.265625,16355.59375,3896.24047851562,0,0,0,NA,2,3,0,0,1,1,1,NA,0,0,0,-11,-11,7,0,0,0,0,0,0,0
"338","338","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-10,0,"Democrat",8943.75,8943.75,565.15,1.12,10017,10017,632.968,6.31893780573026,8310.782,9308.07584,2984.967890625,896,2984.967890625,896,168,497.28,5.6282012455693,55.5,2796.807890625,19463.05078125,22771.767578125,14515.265625,16355.59375,0,0,0,NA,1,2,3,0,1,1,1,NA,0,0,0,-10,-10,7,0,0,0,0,0,0,0
"339","339","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-9,0,"Democrat",2632.1201171875,2632.1201171875,320,1.12,2947.97453125,2947.97453125,358.4,12.1574998766367,2273.7201171875,2546.56653125,10017,2984.967890625,10017,2984.967890625,632.968,168,6.31893780573026,5.6282012455693,9308.07584,31624.2109375,37000.32421875,22771.767578125,14515.265625,0,0,0,NA,6,1,2,0,1,1,1,NA,0,0,0,-9,-9,7,0,0,0,0,0,0,0
"340","340","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-8,0,"Democrat",8870.08984375,8870.08984375,541.87,1.12,9934.500625,9934.500625,606.8944,6.10895728842938,8263.19544375,9254.778897,2947.97453125,10017,2947.97453125,10017,358.4,632.968,12.1574998766367,6.31893780573026,2546.56653125,3809.11010742188,4456.65869140625,37000.32421875,22771.767578125,0,0,0,NA,1,6,1,0,1,1,1,NA,0,0,0,-8,-8,7,0,0,0,0,0,0,0
"341","341","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-7,0,"Democrat",8609.6201171875,8609.6201171875,716.25,1.12,9642.77453125,9642.77453125,802.2,8.319182382625,7807.4201171875,8744.31053125,9934.500625,2947.97453125,9934.500625,2947.97453125,606.8944,358.4,6.10895728842938,12.1574998766367,9254.778897,10948.349609375,12809.5693359375,4456.65869140625,37000.32421875,0,0,0,NA,1,1,6,0,1,1,1,NA,0,0,0,-7,-7,7,0,0,0,0,0,0,0
"342","342","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-6,0,"Democrat",1069.55004882812,1069.55004882812,768.06,1.12,1197.8960546875,1197.8960546875,860.2272,71.8115062349388,209.322848828125,234.4415906875,9642.77453125,9934.500625,9642.77453125,9934.500625,802.2,606.8944,8.319182382625,6.10895728842938,8744.31053125,13383.4599609375,15658.6484375,12809.5693359375,4456.65869140625,0,0,0,NA,2,1,1,0,1,1,1,NA,0,0,0,-6,-6,7,0,0,0,0,0,0,0
"343","343","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-5,0,"Democrat",3754.35009765625,3754.35009765625,1361.9,1.12,4204.872109375,4204.872109375,1525.328,36.275253095075,2229.02209765625,2496.504749375,1197.8960546875,9642.77453125,1197.8960546875,9642.77453125,860.2272,802.2,71.8115062349388,8.319182382625,234.4415906875,11979.0302734375,14015.46484375,15658.6484375,12809.5693359375,0,0,0,NA,1,2,1,0,1,1,1,NA,0,0,0,-5,-5,7,0,0,0,0,0,0,0
"344","344","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-4,0,"Democrat",1590,1590,1125,1.12,1780.8,1780.8,1260,70.7547169811321,330,369.6,4204.872109375,1197.8960546875,4204.872109375,1197.8960546875,1525.328,860.2272,36.275253095075,71.8115062349388,2496.504749375,9944.669921875,11635.263671875,14015.46484375,15658.6484375,0,0,0,NA,0,1,2,0,1,1,1,NA,0,0,0,-4,-4,7,0,0,0,0,0,0,0
"345","345","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-3,0,"Democrat",4542.1201171875,4542.1201171875,1485.15,1.12,5087.17453125,5087.17453125,1663.368,32.697285885949,2878.7521171875,3224.20237125,1780.8,4204.872109375,1780.8,4204.872109375,1260,1525.328,70.7547169811321,36.275253095075,369.6,2654.32006835938,3105.55444335938,11635.263671875,14015.46484375,0,0,0,NA,1,0,1,0,1,1,1,NA,0,0,0,-3,-3,7,0,0,0,0,0,0,0
"346","346","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-2,0,"Democrat",185,185,0.01,1.12,207.2,207.2,0.01,NA,184.99,207.1888,5087.17453125,1780.8,5087.17453125,1780.8,1663.368,1260,32.697285885949,70.7547169811321,3224.20237125,6177.75,7227.96728515625,3105.55444335938,11635.263671875,0,0,0,NA,3,1,0,0,1,1,1,NA,0,0,0,-2,-2,7,0,0,0,0,0,0,0
"347","347","GRAVEL, MIKE",2008,"Mike Gravel",8,NA,-1,1,"Democrat",0.01,0.01,0.01,1.12,0.01,0.01,123.2,NA,0,0,207.2,5087.17453125,207.2,5087.17453125,472.6064,1663.368,NA,32.697285885949,207.1888,2086.05004882812,2440.67846679688,7227.96728515625,3105.55444335938,0,0,0,NA,0,3,1,0,1,1,1,NA,0,0,0,-1,-1,7,0,0,0,0,0,0,0
"348","348","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-49,0,"Republican",15450,15450,0.01,1.12,17304,17304,0.0112,6.47249190938511e-05,15449.9888,17303.987456,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849.9599609375,3334.453125,NA,NA,2,NA,NA,0,9,NA,NA,0,3,NA,NA,0,1,NA,NA,-147,NA,2,3,NA,NA,0,NA,0,NA
"349","349","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-48,0,"Republican",11500,11500,200,1.12,12880,12880,224,1.73913043478261,11276,12629.12,17304,NA,17304,NA,0.0112,NA,6.47249190938511e-05,NA,17303.987456,8681.3603515625,10157.19140625,3334.453125,NA,1,2,NA,2,2,9,NA,9,1,3,NA,3,0,1,NA,-48,-144,3,0,3,NA,0,0,0,0
"350","350","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-47,0,"Republican",53605.46875,53605.46875,0.01,1.12,60038.125,60038.125,0.0112,1.86548130875173e-05,53605.45755,60038.112456,12880,17304,12880,17304,224,0.0112,1.73913043478261,6.47249190938511e-05,12629.12,17010.810546875,19902.6484375,10157.19140625,3334.453125,1,1,2,3,2,2,9,11,1,1,3,4,0,0,1,-47,-47,3,0,0,3,0,0,0,0
"351","351","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-46,0,"Republican",29525,29525,105.47,1.12,33068,33068,118.1264,0.357222692633362,29406.8736,32935.698432,60038.125,12880,60038.125,12880,0.0112,224,1.86548130875173e-05,1.73913043478261,60038.112456,16202.3798828125,18956.78515625,19902.6484375,10157.19140625,0,1,1,2,0,2,2,4,1,1,1,2,0,0,0,-46,-46,3,0,0,0,0,0,0,0
"352","352","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-45,0,"Republican",56850,56850,0.01,1.12,63672,63672,0.0112,1.75901495162709e-05,56849.9888,63671.987456,33068,60038.125,33068,60038.125,118.1264,0.0112,0.357222692633362,1.86548130875173e-05,32935.698432,60270.3984375,70516.3671875,18956.78515625,19902.6484375,0,0,1,1,3,0,2,2,1,1,1,2,0,0,0,-45,-45,3,0,0,0,2,0,2,0
"353","353","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-44,0,"Republican",13750,13750,0.01,1.12,15400,15400,0.0112,7.27272727272727e-05,13749.9888,15399.987456,63672,33068,63672,33068,0.0112,118.1264,1.75901495162709e-05,0.357222692633362,63671.987456,6850.1201171875,8014.640625,70516.3671875,18956.78515625,0,0,0,0,8,3,0,3,1,1,1,2,0,0,0,-44,-44,4,0,0,0,0,2,2,2
"354","354","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-43,0,"Republican",49950,49950,0.01,1.12,55944,55944,0.0112,2.002002002002e-05,49949.9888,55943.987456,15400,63672,15400,63672,0.0112,0.0112,7.27272727272727e-05,1.75901495162709e-05,15399.987456,48685.48828125,56962.0234375,8014.640625,70516.3671875,0,0,0,0,1,8,3,11,1,1,1,2,0,0,0,-43,-43,4,0,0,0,0,0,2,2
"355","355","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-42,0,"Republican",54376,54376,0.01,1.12,60901.12,60901.12,0.0112,1.83904663822275e-05,54375.9888,60901.107456,55944,15400,55944,15400,0.0112,0.0112,2.002002002002e-05,7.27272727272727e-05,55943.987456,14020.41015625,16403.87890625,56962.0234375,8014.640625,0,0,0,0,5,1,8,9,1,1,1,2,0,0,0,-42,-42,6,0,0,0,0,0,2,2
"356","356","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-41,0,"Republican",73095.703125,73095.703125,100,1.12,81867.1875,81867.1875,112,0.136806947227789,72983.703125,81741.7475,60901.12,55944,60901.12,55944,0.0112,0.0112,1.83904663822275e-05,2.002002002002e-05,60901.107456,26557.66015625,31072.462890625,16403.87890625,56962.0234375,0,0,0,0,3,5,1,6,1,1,1,2,0,0,0,-41,-41,6,0,0,0,10,0,12,2
"357","357","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-40,1,"Republican",141050,141050,1230.68,1.12,157976,157976,1378.3616,0.872513293158454,139671.6384,156432.235008,81867.1875,60901.12,81867.1875,60901.12,112,0.0112,0.136806947227789,1.83904663822275e-05,81741.7475,147928.015625,173075.78125,31072.462890625,16403.87890625,1,0,0,0,1,3,5,8,1,1,1,2,0,0,0,-40,-40,6,0,0,0,0,10,12,12
"358","358","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-39,0,"Republican",23815.41015625,23815.41015625,650,1.12,26673.259375,26673.259375,728,2.72932523830339,23087.41015625,25857.899375,157976,81867.1875,157976,81867.1875,1378.3616,112,0.872513293158454,0.136806947227789,156432.235008,30453.490234375,35630.58203125,173075.78125,31072.462890625,2,1,0,1,2,1,3,4,1,1,1,2,0,0,0,-39,-39,6,0,0,0,0,0,12,12
"359","359","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-38,0,"Republican",15150,15150,0.01,1.12,16968,16968,0.0112,6.6006600660066e-05,15149.9888,16967.987456,26673.259375,157976,26673.259375,157976,728,1378.3616,2.72932523830339,0.872513293158454,25857.899375,92874.8203125,108663.5390625,35630.58203125,173075.78125,2,2,1,3,7,2,1,3,1,1,1,2,0,0,0,-38,-38,6,0,0,0,0,0,12,12
"360","360","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-37,0,"Republican",31550,31550,100,1.12,35336,35336,112,0.316957210776545,31438,35210.56,16968,26673.259375,16968,26673.259375,0.0112,728,6.6006600660066e-05,2.72932523830339,16967.987456,65904.3203125,77108.0546875,108663.5390625,35630.58203125,2,2,2,4,3,7,2,9,1,1,1,2,0,0,0,-37,-37,7,0,0,0,0,0,12,12
"361","361","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-36,0,"Republican",18185.310546875,18185.310546875,0.01,1.12,20367.5478125,20367.5478125,0.0112,5.4989437624525e-05,18185.299346875,20367.5352685,35336,16968,35336,16968,112,0.0112,0.316957210776545,6.6006600660066e-05,35210.56,99292.78125,116172.5546875,77108.0546875,108663.5390625,3,2,2,4,1,3,7,10,2,1,1,2,0,0,0,-72,-36,7,0,0,0,0,0,12,12
"362","362","HUCKABEE, MIKE",2008,"Mike Huckabee",9,NA,-35,0,"Republican",26775,26775,500,1.12,29988,29988,560,1.86741363211951,26215,29360.8,20367.5478125,35336,20367.5478125,35336,0.0112,112,5.4989437624525e-05,0.316957210776545,20367.5352685,39389.83984375,46086.11328125,116172.5546875,77108.0546875,2,3,2,5,1,1,3,4,1,2,1,3,0,0,0,-35,-70,7,0,0,0,0,0,12,12
