configuration,sessionid,type,distanceNeighbors,mean_degree,probRewire,seed,true_believer,n,step,result,finalPercentages,decay,winner,winnerPercent,winnerLead,meanDistance,clusterCoeff,meanDegree,degreeDistribution,timeShock,lengthShock,sizeShock,percentShocked
tmp,826,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.241, 0.216, 0.255, 0.288",0,undecided,0.288,0.033,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0,1
tmp,827,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.262, 0.212, 0.246, 0.28",0,undecided,0.28,0.018,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.1,1
tmp,828,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.262, 0.212, 0.246, 0.28",0,undecided,0.28,0.018,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.1,1
tmp,829,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.262, 0.212, 0.246, 0.28",0,undecided,0.28,0.018,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.2,1
tmp,830,BA_min2,10,20,0,0.18,0.8,1000,11,converge,"0.262, 0.212, 0.246, 0.28",0,undecided,0.28,0.018,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.2,1
tmp,831,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.28, 0.207, 0.222, 0.291",0,undecided,0.291,0.011,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.2,1
tmp,832,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.28, 0.207, 0.222, 0.291",0,undecided,0.291,0.011,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.2,1
tmp,833,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.28, 0.207, 0.222, 0.291",0,undecided,0.291,0.011,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.1,1
tmp,834,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.28, 0.207, 0.222, 0.291",0,undecided,0.291,0.011,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.1,1
tmp,835,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.285, 0.207, 0.215, 0.293",0,undecided,0.293,0.008,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0,1
tmp,836,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.287, 0.205, 0.215, 0.293",0,undecided,0.293,0.006,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0,1
tmp,837,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.295, 0.2, 0.212, 0.293",0,1,0.295,0.002,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.1,1
tmp,838,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.298, 0.2, 0.212, 0.29",0,1,0.298,0.008,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.1,1
tmp,839,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.298, 0.2, 0.212, 0.29",0,1,0.298,0.008,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.2,1
tmp,840,BA_min2,10,20,0,0.18,1,1000,11,converge,"0.306, 0.2, 0.212, 0.282",0,1,0.306,0.024,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.2,1
tmp,841,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.247, 0.218, 0.224, 0.311",0,undecided,0.311,0.064,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.2,1
tmp,842,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.243, 0.219, 0.224, 0.314",0,undecided,0.314,0.071,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.2,1
tmp,843,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.247, 0.218, 0.224, 0.311",0,undecided,0.311,0.064,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,-0.1,1
tmp,844,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.243, 0.219, 0.224, 0.314",0,undecided,0.314,0.071,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,-0.1,1
tmp,845,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.261, 0.213, 0.224, 0.302",0,undecided,0.302,0.041,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0,1
tmp,846,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.266, 0.209, 0.223, 0.302",0,undecided,0.302,0.036,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0,1
tmp,847,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.298, 0.203, 0.222, 0.277",0,1,0.298,0.021,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.1,1
tmp,848,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.299, 0.203, 0.222, 0.276",0,1,0.299,0.023,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.1,1
tmp,849,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.299, 0.203, 0.222, 0.276",0,1,0.299,0.023,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,3,0.2,1
tmp,850,BA_min2,10,20,0,0.2,0.6,1000,11,converge,"0.3, 0.203, 0.222, 0.275",0,1,0.3,0.025,2.563686,0.059566,19.89,"[0,0,0,0,0,0,0,0,0,0,0.165,0.126,0.103,0.069,0.065,0.047,0.05,0.034,0.036,0.026,0.022,0.022,0.026,0.017,0.01,0.015,0.008,0.008,0.008,0.011,0.008,0.011,0.003,0.006,0.008,0.007,0.004,0.002,0.002,0.003,0.003,0.005,0.001,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.004,0.003,0.001,0.002,0.001,0,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0.002,0.001,0,0,0.001,0,0,0.003,0,0,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,0,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001]",3,4,0.2,1
